CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,Alk,Cond,Hard,TDS,Fe,Mn,F,FC,NO3N,As,Cd,Cr,Hg,Pb
DLDUR647,POZO LA ESTANCIA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.42473,25.09101,2022,422.3,858.0,66.5,572.0,0.025,0.0015,2.83,1.1,3.86,0.096,0.003,0.005,0.0005,0.005
DLDUR650,POZO 2 LOS HERRERA,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,TEPEHUANES-SANTIAGO,POZO,-105.50608,25.16548,2022,144.8,336.0,35.3,223.4,0.025,0.0015,1.35,1.1,0.917,0.079,0.003,0.005,0.0005,0.005
DLDUR690,POZO YERBANIS,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑÓN BLANCO,PEÑON BLANCO,POZO,-103.88003,24.67848,2022,253.8,598.0,203.6,386.6,0.025,0.003,1.7,1.1,2.845,0.358,0.003,0.005,0.0005,0.005
DLDUR695,POZO 1 PEDRICEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAMÉ,PEDRICEÑA-VELARDEÑA,POZO,-103.78701,25.11561,2022,259.7,1388.0,500.0,1133.4,0.025,0.0015,1.21,218.0,14.917,0.046,0.003,0.005,0.0005,0.005
DLDUR696,POZO 2 VELARDEÑA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAMÉ,PEDRICEÑA-VELARDEÑA,POZO,-103.72887,25.06215,2022,286.2,1141.0,380.0,888.6,0.161,0.002,1.36,1.1,8.882,0.09,0.003,0.005,0.0005,0.005
DLDUR697,POZO VISTA HERMOSA,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAMÉ,PEDRICEÑA-VELARDEÑA,POZO,-103.72011,25.03684,2022,148.1,1772.0,628.0,1445.6,0.025,0.006,1.19,20.0,25.315,0.05,0.003,0.005,0.0005,0.005
DLDUR698,POZO 2 CUENCAME,CUENCAS CENTRALES DEL NORTE,DURANGO,CUENCAMÉ,PEDRICEÑA-VELARDEÑA,POZO,-103.68979,24.86697,2022,267.4,1273.0,370.0,946.8,0.025,0.002,1.07,10.0,6.008,0.056,0.003,0.005,0.0005,0.005
DLDUR725,POZO LAZARO CARDENAS,PACÍFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.53266,24.11461,2022,160.1,391.0,10.0,333.3,0.025,0.017,12.48,1.1,0.184,0.146,0.003,0.005,0.0005,0.005
DLDUR728,POZO DIECISEIS DE SEPTIEMBRE,PACÍFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.54745,24.05297,2022,242.8,649.0,10.0,508.3,1.053,0.043,25.93,1.1,0.112,0.291,0.003,0.005,0.0005,0.005
DLDUR729,POZO COL. 20 DE NOV.,PACÍFICO NORTE,DURANGO,DURANGO,VALLE DEL GUADIANA,POZO,-104.58898,24.04655,2022,193.8,491.0,184.9,382.0,0.025,0.0015,3.95,1.1,3.002,0.049,0.003,0.005,0.0005,0.005
DLDUR757,POZO J. GPE. AGUILERA,PACÍFICO NORTE,DURANGO,CANATLÁN,VALLE DE CANATLAN,POZO,-104.69968,24.44247,2022,165.4,368.0,135.0,256.4,0.025,0.018,0.28,1.1,0.706,0.01,0.003,0.005,0.0005,0.005
DLDUR772,POZO MELCHOR OCAMPO,PACÍFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,-104.85949,24.93752,2022,161.4,309.0,110.1,251.4,0.025,0.0015,0.9,1.1,1.782,0.017,0.003,0.005,0.0005,0.005
DLDUR777,POZO FUENTE DEL LLANO,PACÍFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,-104.86008,24.84937,2022,274.1,608.0,66.5,425.4,0.025,0.007,3.53,1.1,1.866,0.071,0.003,0.005,0.0005,0.005
DLDUR780M1,POZO CIÉNEGA ESCOBAR,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,MATALOTES-EL ORO,POZO,-105.74362,25.61184,2022,213.2,778.0,319.9,520.4,0.033,0.003,0.39,135.0,3.216,0.01,0.003,0.005,0.0005,0.005
DLDUR782,POZO MIGUEL NEGRETE,PACÍFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,-104.98288,25.00915,2022,182.7,479.0,189.0,359.2,0.025,0.003,0.54,1.1,9.764,0.01,0.003,0.005,0.0005,0.005
DLDUR785,LAS MARGARITAS - DURANGO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,VALLE DE SANTIAGUILLO,POZO,-105.19465,25.07573,2022,170.5,331.0,110.1,222.6,0.025,0.0015,0.36,1.1,0.595,0.015,0.003,0.005,0.0005,0.005
DLDUR791,POZO CIENEGUILLA,PACÍFICO NORTE,DURANGO,POANAS,VICENTE GUERRERO-POANAS,POZO,-104.04673,24.05253,2022,190.8,491.0,162.0,330.2,0.025,0.0015,1.3,1.1,6.743,0.013,0.003,0.005,0.0005,0.005
DLDUR823,POZO VILLA UNION,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,LA ZARCA-REVOLUCION,POZO,-104.70206,25.69755,2022,300.9,634.0,315.8,384.4,0.025,0.0015,0.66,1.1,4.156,0.01,0.003,0.005,0.0005,0.005
DLDUR836,POZO EJ. REVOLUCION,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,REVOLUCION,POZO,-105.10002,26.20266,2022,192.8,368.0,164.1,257.0,0.04,0.0015,0.39,1.1,0.55,0.017,0.003,0.005,0.0005,0.005
DLDUR837,POZO VILLA HIDALGO,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,SAN FERMIN,POZO,-104.91611,26.25007,2022,378.4,1397.0,594.1,1025.7,0.058,0.013,0.78,10.0,29.097,0.019,0.003,0.005,0.0005,0.005
DLDUR849,POZO LAS NIEVES,CUENCAS CENTRALES DEL NORTE,DURANGO,OCAMPO,CABRERA-OCAMPO,POZO,-105.38731,26.39792,2022,227.5,535.0,157.9,359.0,0.025,0.0015,1.25,1.1,2.652,0.012,0.003,0.005,0.0005,0.005
DLEST6551,POZO TEPOXTEPEC,BALSAS,MÉXICO,TENANCINGO,TENANCINGO,POZO,-99.57127,18.96724,2022,237.5,258.0,83.1,216.0,0.025,0.007,0.32,1.1,0.152,0.035,0.003,0.014,0.0005,0.005
DLGUA1034M1,COL. RANCHO NUEVO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,-100.74664,20.52136,2022,253.9,871.0,164.3,560.0,0.199,0.018,0.81,120.0,3.435,0.141,0.003,0.005,0.0005,0.005
DLGUA1035M1,RANCHO NUEVO,LERMA SANTIAGO PACÍFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,-100.74094,20.52867,2022,468.7,1456.0,350.3,919.8,0.025,0.0015,0.92,1.1,1.593,0.01,0.003,0.005,0.0005,0.005
DLGUA5958,"POZO EL GUADALUPANO, APASEO EL GRANDE",LERMA SANTIAGO PACÍFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,-100.698305,20.54452,2022,268.0,812.0,139.2,550.0,0.025,0.0015,1.72,1.1,3.287,0.051,0.003,0.005,0.0005,0.005
DLGUA5959,"POZO NO. 2, APASEO EL ALTO",LERMA SANTIAGO PACÍFICO,GUANAJUATO,APASEO EL ALTO,VALLE DE CELAYA,POZO,-100.61513,20.450638,2022,194.9,437.0,108.0,312.0,0.025,0.0015,0.51,1.1,4.905,0.01,0.003,0.005,0.0005,0.005
DLGUA6011,"POZO EJIDO DOLORES, DOLORES HIDALGO, C.I.N.",LERMA SANTIAGO PACÍFICO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO LAJA,POZO,-100.9349,21.1748,2022,150.2,327.0,78.9,297.2,0.025,0.0015,0.89,1.1,1.13,0.016,0.003,0.005,0.0005,0.005
DLGUA6012,"POZO COL. LINDAVISTA, DOLORES HIDALGO C.I.N.",LERMA SANTIAGO PACÍFICO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO LAJA,POZO,-100.9603,21.1502,2022,131.9,292.0,153.7,271.0,0.025,0.0015,0.44,1.1,0.839,0.01,0.003,0.005,0.0005,0.005
DLGUA6014,"POZO NO. 8 SAN PABLO, DOLORES HIDALGO,C.I.N.",LERMA SANTIAGO PACÍFICO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO LAJA,POZO,-100.9197,21.1441,2022,151.2,322.0,112.2,297.0,0.025,0.0015,0.47,1.1,1.432,0.01,0.003,0.005,0.0005,0.005
DLGUA6052,MUNICIPIO DE DOLORES HIDALGO (COL. RIO LAJA ),LERMA SANTIAGO PACÍFICO,GUANAJUATO,DOLORES HIDALGO C.I.N.,CUENCA ALTA DEL RIO LAJA,POZO,-100.92444,21.20154,2022,164.4,343.0,85.2,300.4,0.025,0.0015,1.0,1.1,1.558,0.01,0.003,0.005,0.0005,0.005
DLGUE1248,GALON SOBERON,PACÍFICO SUR,GUERRERO,ACAPULCO DE JUÁREZ,LA SABANA,POZO,-99.82812,16.90052,2022,169.1,989.0,246.2,411.0,0.1,0.007,0.58,40.0,0.02,0.01,0.003,0.014,0.0005,0.005
DLGUE1337,POZO ZIHUATANEJO TERMINAL DE AUTOBUSES,PACÍFICO SUR,GUERRERO,ZIHUATANEJO DE AZUETA,BAHIA DE ZIHUATANEJO,POZO,-101.54423,17.64925,2022,325.0,792.0,395.8,574.0,0.113,0.088,0.2,1.1,5.967,0.01,0.003,0.017,0.0005,0.005
DLGUE1338,IXTAPA 1,PACÍFICO SUR,GUERRERO,ZIHUATANEJO DE AZUETA,IXTAPA,POZO,-101.58913,17.66322,2022,365.0,1043.0,436.7,702.0,0.067,0.0015,0.2,1.1,4.141,0.01,0.003,0.009,0.0005,0.005
DLGUE1353,POZO GENARO GALEANA,PACÍFICO SUR,GUERRERO,ACAPULCO DE JUÁREZ,LA SABANA,POZO,-99.79753,16.8592,2022,255.6,668.0,329.5,518.0,0.098,0.332,0.59,1.1,0.11,0.01,0.003,0.01,0.0005,0.005
DLHID1459,POZO EL TORRION,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TEPETITLÁN,VALLE DEL MEZQUITAL,POZO,-99.37739,20.1635,2022,323.52,940.0,191.415,685.0,0.025,0.82631,0.50705,1.1,0.43755,0.01,0.003,0.005,0.0005,0.005
DLHID1486M1,POZO MICHIMALTONGO,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TULA DE ALLENDE,VALLE DEL MEZQUITAL,POZO,-99.38646,20.1119,2022,186.0,645.0,171.86,528.0,0.025,0.0015,1.3322,1.1,2.1116,0.01,0.003,0.005,0.0005,0.005
DLHID1510,POZO ZIMAPAN 1,GOLFO NORTE,HIDALGO,ZIMAPÁN,ZIMAPAN,POZO,-99.37726,20.74246,2022,214.2,566.0,259.6,332.4,0.113,0.019,0.63,1.1,0.532,0.479,0.003,0.005,0.0005,0.005
DLHID1511,POZO ZIMAPAN 2,GOLFO NORTE,HIDALGO,ZIMAPÁN,ZIMAPAN,POZO,-99.37852,20.74084,2022,156.2,447.0,184.3,246.0,0.105,0.003,0.2,210.0,2.169,0.078,0.003,0.007,0.0005,0.005
DLHID6145,EL CHABACANO,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TULA DE ALLENDE,VALLE DEL MEZQUITAL,POZO,-99.4554277778,20.0998527778,2022,121.83,221.0,50.78,148.0,0.025,0.0015,0.2,1.1,0.9316,0.01,0.003,0.005,0.0005,0.005
DLHID6146,XOCHITLAN,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TULA DE ALLENDE,VALLE DEL MEZQUITAL,POZO,-99.4313027778,20.0648777778,2022,179.49,341.0,76.17,220.0,0.025,0.0015,0.5933,1.1,1.5346,0.01,0.003,0.005,0.0005,0.005
DLHID6454,POZO EL LLANO SEGUNDA SECCIÓN,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TULA DE ALLENDE,VALLE DEL MEZQUITAL,POZO,-99.3070556,20.0509722,2022,399.09,2330.5,691.37,1964.0,0.025,0.4848965,1.5641,230.275,15.76695,0.318275,0.003,0.005,0.0005,0.005
DLHID6457,POZO ITURBE,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TULA DE ALLENDE,VALLE DEL MEZQUITAL,POZO,-99.319869,20.077911,2022,415.67,2181.5,719.7,1400.0,0.025,0.002134,0.9334,1.1,16.6451,0.056938,0.003,0.005,0.0005,0.005
DLHID6458,POZO SAN FRANCISCO BOJAY COLONIA,LERMA SANTIAGO PACÍFICO,HIDALGO,TULA DE ALLENDE,VALLE DEL MEZQUITAL,POZO,-99.331475,20.0852111,2022,308.88,1543.5,465.81,1112.0,0.025,0.007567,0.86695,1.1,19.8872,0.160566,0.003,0.005,0.0005,0.005
DLHID6461,POZO SANTA ANA AHUEHUEPAN,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TULA DE ALLENDE,VALLE DEL MEZQUITAL,POZO,-99.3497361,20.1245083,2022,317.36,1604.5,461.895,1125.0,0.025,0.0015,0.7349,1.1,28.37715,0.01,0.003,0.005,0.0005,0.005
DLHID6467,POZO PEDRO MARÍA ANAYA,AGUAS DEL VALLE DE MÉXICO,HIDALGO,TEPETITLAN,VALLE DEL MEZQUITAL,POZO,-99.34955,20.1538222,2022,472.71,1663.5,330.055,1117.0,0.025,0.0015,0.7074,1.1,30.10875,0.01,0.003,0.005,0.0005,0.005
DLMIC1593,BRISEÑAS YURECUARO 2,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,VISTA HERMOSA,BRISEÑAS-YURECUARO,POZO,-102.47734,20.26303,2022,750.8,2383.0,44.2,1372.0,0.025,0.021,0.76,41.0,0.033,0.01,0.003,0.005,0.0005,0.005
DLMIC1603,SAPAZ 1,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ZAMORA,ZAMORA,POZO,-102.27883,19.9832,2022,200.8,467.0,99.3,275.4,0.03,0.113,0.29,1.1,0.06,0.01,0.003,0.005,0.0005,0.005
DLMIC1613,LAURELES (POZO CD. DEL SOL II),LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,LA PIEDAD,LA PIEDAD,POZO,-102.03397,20.37462,2022,200.7,837.0,30.1,507.0,0.025,0.041,14.8,1.1,0.162,0.031,0.003,0.005,0.0005,0.005
DLMIC1633,ORGANISMO OPERADOR TINGUINDIN,BALSAS,MICHOACÁN DE OCAMPO,TINGÜINDÍN,COTIJA,POZO,-102.47758,19.73448,2022,67.3,209.0,84.6,219.2,0.025,0.0015,0.2,1.1,8.775,0.01,0.003,0.005,0.0005,0.005
DLMIC1726,POZO VILLA MAGNA 3,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,MORELIA,MORELIA-QUERENDARO,POZO,-101.32479,19.6743,2022,126.0,248.0,60.0,181.0,0.025,0.012,0.22,1.1,0.496,0.01,0.003,0.005,0.0005,0.005
DLMIC1728,POZO COMAPAT,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,TARÍMBARO,MORELIA-QUERENDARO,POZO,-101.200833,19.775278,2022,174.6,354.0,130.0,269.0,0.025,0.0015,0.24,1.1,1.142,0.01,0.003,0.005,0.0005,0.005
DLMIC1758M1,POZO INDEPENDENCIA,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,ZINAPÉCUARO,MORELIA-QUERENDARO,POZO,-100.82883,19.86747,2022,88.4,209.0,50.0,187.4,0.025,0.0015,0.48,1.1,0.81,0.01,0.003,0.005,0.0005,0.005
DLMIC1772,EL FRESNO 1,BALSAS,MICHOACÁN DE OCAMPO,HIDALGO,CIUDAD HIDALGO-TUXPAN,POZO,-100.54557,19.70113,2022,261.1,507.0,207.2,350.0,0.025,0.003,0.25,1.1,0.984,0.01,0.003,0.005,0.0005,0.005
DLMIC5348,POZO SAN AGUSTIN DEL PULQUE,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,CUITZEO,MORELIA-QUERENDARO,POZO,-101.0716,19.960694,2022,625.4,2077.0,270.0,1398.6,0.025,0.527,1.2,1.1,6.343,0.078,0.003,0.005,0.0005,0.005
DLMIC5349,POZO HUECORIO,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PÁTZCUARO,LAGUNILLAS PATZCUARO,POZO,-101.622389,19.540556,2022,86.2,341.0,122.0,249.0,0.025,0.0015,0.2,1.1,7.332,0.01,0.003,0.005,0.0005,0.005
DLMIC6153,POZO EL SALITRE,LERMA SANTIAGO PACÍFICO,MICHOACÁN DE OCAMPO,PURUANDIRO,PASTOR ORTIZ-LA PIEDAD,POZO,-101.500108,20.092215,2022,246.4,1423.0,94.0,850.3,0.076,0.041,5.89,1.1,1.303,0.055,0.003,0.005,0.0005,0.005
DLNAY1851,POZO PRIETO CRISPIN,LERMA SANTIAGO PACÍFICO,NAYARIT,TEPIC,VALLE DE SANTA MARIA DEL ORO,POZO,-104.87448,21.50517,2022,123.7,630.0,104.9,411.6,0.025,0.0015,0.23,2247.0,0.824,0.01,0.003,0.005,0.0005,0.005
DLNAY1876,POZO 18 DE MARZO,PACÍFICO NORTE,NAYARIT,ROSAMORADA,VALLE ACAPONETA-CAÑAS,POZO,-105.29083,22.04557,2022,123.8,473.0,105.9,297.0,0.106,0.016,0.2,10.0,0.602,0.01,0.003,0.005,0.0005,0.005
DLPUE1990,MORATILLA 4,BALSAS,PUEBLA,PUEBLA,VALLE DE PUEBLA,POZO,-98.236861,19.100638,2022,224.2,818.0,337.4,544.0,0.802,0.008,0.2,1.1,2.29,0.01,0.003,0.01,0.0005,0.005
DLPUE2020,XOXTLA 1,BALSAS,PUEBLA,CORONANGO,VALLE DE PUEBLA,POZO,-98.3181,19.1595,2022,205.0,959.0,341.0,700.0,0.124,0.007,0.2,1.1,3.981,0.01,0.003,0.239,0.0005,0.005
DLPUE2075,JOSE ROSENDO FCO. CORTES HDZ.,BALSAS,PUEBLA,GUADALUPE VICTORIA,LIBRES-ORIENTAL,POZO,-97.39487,19.32091,2022,232.0,749.0,304.8,454.0,0.3,0.006,0.2,1.1,0.596,0.01,0.003,0.039,0.0005,0.005
DLPUE2076,"SAN ANTONIO CHICHICUAUTLA, SPR DE RI",BALSAS,PUEBLA,GUADALUPE VICTORIA,LIBRES-ORIENTAL,POZO,-97.38157,19.34465,2022,262.0,722.0,287.4,436.0,0.272,0.044,0.2,1.1,0.334,0.01,0.003,0.031,0.0005,0.005
DLPUE2078,MPIO. CUAYUCATEPEC,GOLFO CENTRO,PUEBLA,TEHUACÁN,VALLE DE TEHUACAN,POZO,-97.49158,18.555518,2022,480.0,1920.0,673.4,1268.0,0.109,0.0015,0.2,1.1,4.73,0.01,0.003,0.02,0.0005,0.005
DLPUE2079,MUNICIPAL S.J. TEPETEOPAN,GOLFO CENTRO,PUEBLA,TEHUACÁN,VALLE DE TEHUACAN,POZO,-97.54919,18.52118,2022,305.0,1265.0,367.1,726.0,0.077,0.0015,0.2,1.1,3.996,0.013,0.003,0.011,0.0005,0.005
DLPUE2080,OOAP DE TEHUACAN AEROPUERTO 3,GOLFO CENTRO,PUEBLA,TEHUACÁN,VALLE DE TEHUACAN,POZO,-97.42657,18.50288,2022,365.0,1331.0,470.5,776.0,0.231,0.003,0.2,1.1,1.46,0.01,0.003,0.021,0.0005,0.005
DLPUE2082,MUNICIPAL SAN JOSE MIAHUATLAN,GOLFO CENTRO,PUEBLA,SAN JOSÉ MIAHUATLÁN,VALLE DE TEHUACAN,POZO,-97.26469,18.30804,2022,462.0,2614.0,599.7,1660.0,0.128,0.0015,0.2,1.1,8.739,0.012,0.003,0.012,0.0005,0.005
DLQUE2088,POZO VIDRIERA,LERMA SANTIAGO PACÍFICO,QUERÉTARO ARTEAGA,QUERÉTARO,VALLE DE QUERETARO,POZO,-100.42769,20.61389,2022,226.4,978.0,152.3,620.0,0.025,0.0015,2.04,1.1,8.547,0.012,0.003,0.005,0.0005,0.005
DLQUE2089,POZO MICHELIN,LERMA SANTIAGO PACÍFICO,QUERÉTARO ARTEAGA,QUERÉTARO,VALLE DE QUERETARO,POZO,-100.42562,20.62492,2022,261.4,1071.0,182.8,687.0,0.058,0.011,2.32,1.1,7.492,0.017,0.003,0.006,0.0005,0.005
DLQUE2092,"SAN PEDRO MARTIR, 1870 III",LERMA SANTIAGO PACÍFICO,QUERÉTARO ARTEAGA,QUERÉTARO,VALLE DE QUERETARO,POZO,-100.46928,20.61515,2022,210.5,580.0,154.4,381.0,0.025,0.0015,0.55,1.1,5.011,0.01,0.003,0.005,0.0005,0.005
DLSAN2281,EL SALITRAL,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,VILLA DE RAMOS,EL BARRIL,POZO,-102.08324,22.85518,2022,240.0,751.0,50.0,493.0,0.062,0.005,3.23,43.0,2.193,0.121,0.003,0.005,0.0005,0.005
DLSAN2285M1,POZO VANEGAS,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,VANEGAS,VANEGAS-CATORCE,POZO,-100.95345,23.88652,2022,105.0,1141.0,421.0,937.0,0.113,0.005,0.85,1.1,2.706,0.01,0.003,0.005,0.0005,0.005
DLSAN2295,SANTO DOMINGO,GOLFO NORTE,SAN LUIS POTOSÍ,SANTA MARÍA DEL RÍO,SANTA MARIA DEL RIO,POZO,-100.76304,21.61292,2022,188.0,521.0,51.0,332.0,0.042,0.008,2.84,1.1,1.75,0.022,0.003,0.005,0.0005,0.005
DLSAN2298,POZO NO. 504 (CNA-12-504),CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,VILLA DE REYES,JARAL DE BERRIOS-VILLA DE REYES,POZO,-100.94273,21.77099,2022,157.0,435.0,52.0,318.0,0.172,0.005,2.81,1.1,1.215,0.01,0.003,0.005,0.0005,0.005
DLSAN2321,LAS COLONIAS,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SALINAS,SALINAS DE HIDALGO,POZO,-101.79027,22.55689,2022,211.0,710.0,124.0,504.0,0.062,0.003,0.84,1100.0,3.597,0.01,0.003,0.005,0.0005,0.005
DLSAN2322,CABECERA MUNICIPAL,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SALINAS,SALINAS DE HIDALGO,POZO,-101.70246,22.62326,2022,278.0,8990.0,1359.0,5728.0,0.052,0.002,0.99,1.1,3.796,0.01,0.003,0.005,0.0005,0.005
DLSAN2323,POZO NO. 1 VENADO (NO. 598),CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,VENADO,VILLA DE ARISTA,POZO,-101.10362,22.93326,2022,211.0,451.0,206.0,257.0,0.044,0.002,0.2,9.0,1.981,0.01,0.003,0.005,0.0005,0.005
DLSAN2327,POZO BOCAS (NO. 35),CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,VILLA DE ARISTA,POZO,-101.02171,22.51589,2022,320.0,1276.0,335.0,822.0,0.079,0.002,0.56,1.1,3.975,0.01,0.003,0.005,0.0005,0.005
DLSAN2330,EL REFUGIO CNA - 22,GOLFO NORTE,SAN LUIS POTOSÍ,CIUDAD FERNÁNDEZ,RIO VERDE,POZO,-100.05403,21.93902,2022,187.0,763.0,319.0,562.0,0.091,0.005,0.48,1.1,2.383,0.012,0.003,0.005,0.001,0.005
DLSAN5383,GRANJAS LA FLORIDA CNA-11-394,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,CERRO DE SAN PEDRO,SAN LUIS POTOSI,POZO,-100.84225,22.1528055555556,2022,110.0,477.0,128.0,345.0,0.065,0.006,0.78,1.1,5.833,0.01,0.003,0.005,0.0005,0.005
DLSAN5385,LA ZORRA CNA-11-274,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,CERRO DE SAN PEDRO,SAN LUIS POTOSI,POZO,-100.850917,22.18311,2022,105.0,309.0,86.0,197.0,0.058,0.006,0.56,1.1,6.769,0.01,0.003,0.005,0.0005,0.005
DLSAN5386,FRACC. LA FLORIDA CNA-11-299,CUENCAS CENTRALES DEL NORTE,SAN LUIS POTOSÍ,SAN LUIS POTOSÍ,SAN LUIS POTOSI,POZO,-100.846027777778,22.1488888888889,2022,114.0,304.0,60.0,208.0,0.054,0.005,1.13,1.1,0.889,0.01,0.003,0.005,0.0005,0.005
DLTAB2541,HUASTECA,FRONTERA SUR,TABASCO,CENTRO,LA SIERRA,POZO,-92.94162,17.79193,2022,232.1,1188.0,168.0,606.6,0.218,0.072,0.27,1.1,0.047,0.01,0.003,0.005,0.0005,0.005
DLTLA2575,ESPIRITU SANTO,BALSAS,TLAXCALA,IXTACUIXTLA DE MARIANO MATAMOROS,ALTO ATOYAC,POZO,-98.45527,19.36149,2022,365.0,1092.0,468.6,753.0,0.099,0.018,0.2,1.1,6.663,0.01,0.003,0.005,0.0005,0.005
DLTLA5343,GPE. VICTORIA,BALSAS,TLAXCALA,TEPETITLA DE LARDIZÁBAL,ALTO ATOYAC,POZO,-98.38975,19.2790277778,2022,250.0,140.0,297.2,560.0,0.23,0.004,0.2,1.1,19.493,0.01,0.003,0.01,0.0005,0.005
DLTLA6380,POZO 6 IXTACUIXTLA. SAN MIGUEL LA PRESA,BALSAS,TLAXCALA,NATÍVITAS,ALTO ATOYAC,POZO,-98.3503888889,19.2347777778,2022,163.0,523.0,200.4,382.0,0.124,0.0015,0.2,1.1,0.744,0.01,0.003,0.014,0.0005,0.005
DLTLA6435,POZO SAN VICENTE XILOXOXITLA,BALSAS,TLAXCALA,NATIVITAS,ALTO ATOYAC,POZO,-98.2994444,19.2747222,2022,314.0,901.0,350.0,605.0,0.063,0.0015,0.32,1.1,1.973,0.01,0.003,0.012,0.0005,0.005
DLZAC2589M1,VILLA DE COS,CUENCAS CENTRALES DEL NORTE,ZACATECAS,VILLA DE COS,CHUPADEROS,POZO,-102.35692,23.28831,2022,211.1,2710.0,832.0,2340.8,0.025,0.007,1.51,31.0,11.17,0.01,0.003,0.005,0.0005,0.005
DLZAC2599,OJOCALIENTE,LERMA SANTIAGO PACÍFICO,ZACATECAS,OJOCALIENTE,OJOCALIENTE,POZO,-102.25301,22.57168,2022,176.9,471.0,134.5,293.6,0.025,0.0015,4.17,1.1,3.431,0.091,0.003,0.005,0.0005,0.005
DLZAC2608,POZO NO.7 JEREZ,LERMA SANTIAGO PACÍFICO,ZACATECAS,JEREZ,JEREZ,POZO,-103.00322,22.668,2022,159.1,355.0,88.4,313.0,0.025,0.0015,2.04,1.1,1.207,0.011,0.003,0.005,0.0005,0.005
DLZAC2622,POZO NO 2 EL LAMPOTAL,CUENCAS CENTRALES DEL NORTE,ZACATECAS,PÁNUCO,CHUPADEROS,POZO,-102.428,22.89857,2022,191.2,502.0,184.7,403.8,0.106,0.002,0.49,20.0,2.136,0.011,0.003,0.006,0.0005,0.005
DLZAC2623M1,SAUCEDA DE LA BORDA,CUENCAS CENTRALES DEL NORTE,ZACATECAS,VETAGRANDE,CHUPADEROS,POZO,-102.43731,22.85651,2022,205.5,450.0,190.8,318.0,0.025,0.0015,0.44,1.1,1.71,0.013,0.003,0.006,0.0005,0.005
